genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Biography,Woman in Gold?á,33856,17866,Elizabeth McGovern,2,art|jewish|justice|nazi|theft,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147,638,7.3,2.35,34000
Biography,Kinsey?á,42689,17490,Dylan Baker,0,professor|research|sex|sexuality|student,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204,1000,7.1,2.35,0
Comedy,Army of Darkness?á,128850,3913,Embeth Davidtz,0,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,604,888,7.6,1.85,10000
Comedy,Slackers?á,12437,2415,Jim Rash,4,blackmail|fall|love|nerd|scam,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107,448,5.3,1.85,405
Drama,What's Eating Gilbert Grape?á,171882,69746,Kevin Tighe,1,apostrophe in title|face slap|four word title|grocery store|police,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,292,29000,7.8,1.85,14000
Biography,The Visual Bible: The Gospel of John?á,2164,1281,Scott Handy,1,1st century|based on the bible|miracle|religion|resurrection,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,147,7.7,1.85,0
Crime,Vera Drake?á,20307,3133,Imelda Staunton,1,1950s|miscarriage|neighbor|pregnancy|tailor,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,165,594,7.7,1.85,0
Comedy,The Guru?á,13622,1559,Jimi Mistry,3,bollywood|illegal immigrant|live television|restaurant|waiter,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128,463,5.4,1.85,550
Comedy,The Perez Family?á,1761,3072,Vincent Gallo,2,immigration|love|political prisoner|reference to john wayne|title directed by female,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,19,979,6.2,1.85,174
Drama,Inside Llewyn Davis?á,96233,4082,Alex Karpovsky,1,1960s|car hitting an animal|folk singer|friend|singer,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,313,275,7.4,1.85,26000
Drama,O?á,17333,3300,John Heard,2,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,835,6.2,1.85,0
Adventure,Return to the Blue Lagoon?á,14129,14281,Lisa Pelikan,1,baby|desert island|island|sequel|teenage girl,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,163,5.1,1.85,967
Drama,The Molly Maguires?á,2603,800,Samantha Eggar,0,coal|detective|irish|irish immigrant|pennsylvania,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36,275,6.9,2.35,608
Comedy,Romance & Cigarettes?á,10052,28004,Eddie Izzard,0,anal sex|death|dream|poem|sex,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,69,12000,6.3,2.35,0
Biography,Copying Beethoven?á,11132,150,Angus Barnett,0,music copyist|music student|musical composition|student|symphony,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86,35,6.8,2.35,0
Fantasy,Poltergeist?á,105448,3876,Craig T. Nelson,0,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,770,7.4,2.35,11000
Crime,Brighton Rock?á,5013,3117,Geoff Bell,2,brighton|catholic|gang|prayer|waitress,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,59,641,5.7,2.35,0
Horror,Saw V?á,88529,5286,Scott Patterson,0,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,262,723,5.8,1.85,0
Crime,Machine Gun McCain?á,618,1827,Britt Ekland,0,casino|gang violence|robbery|suicide|violence,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12,545,6.2,2.35,85
Comedy,LOL?á,45144,248,Alix Freihage,1,best friend|girl in panties|high school|high school romance|pink panties,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111,79,4.3,2.35,18000
Crime,Jindabyne?á,5772,378,Max Cullen,2,camp|fishing|fishing trip|river|town,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,71,6.4,2.35,302
Drama,Kabhi Alvida Naa Kehna?á,13998,10822,Preity Zinta,2,extramarital affair|fashion magazine editor|marriage|new york|teacher,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264,1000,6,2.35,659
Comedy,An Ideal Husband?á,12980,2640,Jeremy Northam,3,bachelor|blackmail|character says i love you|flirting|social satire,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132,692,6.9,1.85,646
Horror,The Last Days on Mars?á,28570,2271,Tom Cullen,0,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,766,5.5,2.35,0
Horror,Darkness?á,16747,1228,Francesc Pag?¿s,0,9 year old|blood|gramophone|house|missing children,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,451,5.4,2.35,1000
Adventure,2001: A Space Odyssey?á,427357,727,Glenn Beck,0,ancient astronaut|famous line|message from outer space|monolith|star child,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736,117,8.3,2.2,24000
Family,E.T. the Extra-Terrestrial?á,281842,2811,Peter Coyote,0,bicyclist|boy|doll|star wars reference|voice impersonation,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515,725,7.9,1.85,34000
Comedy,In the Land of Women?á,27689,20312,Dustin Milligan,0,actress|love|michigan|neighbor|writer,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74,1000,6.5,2.35,1000
Adventure,The Blue Butterfly?á,1337,1554,Raoul Max Trujillo,1,butterfly|entomologist|morpho butterfly|rain|rain forest,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28,450,6.3,1.85,392
Comedy,There Goes My Baby?á,859,2272,Seymour Cassel,2,high school|love|police|showdown|surfer,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,31,446,6.4,,119
Comedy,Lovesick?á            ,2651,592,Hannah Britland,3,blond boy|chlamydia|list|male rear nudity|young couple,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,18,102,7.9,,0
Comedy,Housefull?á,8598,1121,Riteish Deshmukh,5,bad luck|casino|lie|mix up|stutter,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,43,154,5.3,,250
Drama,September Dawn?á,2618,1526,Trent Ford,0,massacre|mormon|settler|utah|wagon train,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111,362,5.8,1.85,411
Drama,For Greater Glory: The True Story of Cristiada?á,3665,1807,Catalina Sandino Moreno,1,catholic|hanging|mexico|rebellion|soldier,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57,377,6.6,2.35,0
Comedy,La Famille B??lier?á,15060,175,Fran?ºois Damiens,4,audition|deaf|family relationships|love|singing,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,27,29,7.4,1.85,0
Drama,Good Will Hunting?á,604904,63710,Minnie Driver,2,friend|genius|janitor|loss of wife|professor,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682,13000,8.3,1.85,31000
Drama,Misconduct?á,6935,27660,Glen Powell,3,black panties|lust|sexual attraction|voyeur|voyeurism,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50,12000,5.3,2.35,0
Horror,Saw III?á,142115,3189,Leigh Whannell,0,brutality|female full frontal nudity|female nudity|torture|trap,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614,651,6.2,1.85,0
Action,Stripes?á,48629,27378,Judge Reinhold,1,army|boot camp|breasts|graduation|rescue,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,134,11000,6.9,1.85,0
Comedy,Bring It On?á,70141,5270,Clare Kramer,1,championship|cheerleading|high school|teen comedy|teenage romance,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,385,464,5.9,1.85,0
Action,The Purge: Election Year?á,17596,2480,Mykelti Williamson,1,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94,465,6.1,2.35,0
Comedy,She's All That?á,67115,28734,Kieran Culkin,2,bet|friend|high school|prom|prom queen,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389,1000,5.8,1.85,0
Drama,Precious?á,86956,3276,Mariah Carey,0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,906,7.3,1.85,12000
Horror,Saw IV?á,111087,3492,Angus Macfadyen,0,detective|fbi|rape|rapist|serial rapist,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319,651,5.9,1.85,0
Drama,White Noise?á,41763,2013,Mike Dopud,0,architect|grave|obsession|river|voice,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,392,5.5,2.35,0
Comedy,Madea's Family Reunion?á,8962,5264,Blair Underwood,4,cross dressing|family reunion|madea series|reflective|sister sister relationship,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137,907,5,1.85,676
Drama,The Color of Money?á,57831,11895,Mary Elizabeth Mastrantonio,1,hustler|losing|pool|pool player|tournament,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,970,7,1.85,0
Action,The Longest Day?á,43270,1554,Eddie Albert,3,allies|d day|invasion|normandy|world war two,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,192,249,7.8,2.35,0
Comedy,The Mighty Ducks?á,44502,3362,Elden Henson,8,coach|hockey team|lawyer|respect|team,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46,613,6.4,1.85,0
Horror,The Grudge?á,115050,7461,Ted Raimi,0,american|curse|japan|nurse|rage,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,911,1000,5.9,1.85,4000
Comedy,Happy Gilmore?á,156143,13162,Frances Bay,1,golf|golf ball|golfer|grandmother's house|tournament,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,289,503,7,1.85,0
Horror,Jeepers Creepers?á,86890,1982,Jonathan Breck,0,demon|gore|record player|tattoo|wings,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,985,322,6.1,1.85,0
Adventure,Bill & Ted's Excellent Adventure?á,85362,20795,Al Leong,6,failing student|high school|payphone|teenager|telephone booth,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,181,769,6.9,2.35,0
Drama,Oliver!?á,25303,1593,Jack Wild,1,abuse|child|orphan|orphanage|pickpocket,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,138,275,7.5,2.35,0
Comedy,The Best Exotic Marigold Hotel?á,75306,1898,Celia Imrie,3,hotel|india|marigold|retiree|retirement,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266,400,7.3,2.35,48000
Animation,Recess: School's Out?á,6808,2197,Dabney Coleman,0,friend|principal|summer|summer camp|summer vacation,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,38,563,6.5,1.85,227
Action,Mad Max Beyond Thunderdome?á,101840,1529,Angelo Rossitto,2,arena|desert|fight|mad max|post apocalypse,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,193,531,6.2,2.35,0
Action,Commando?á,111649,3192,Rae Dawn Chong,0,body count|dictator|jumping from an airplane|knife fight|one man army,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,437,745,6.7,1.85,0
Horror,The Boy?á,35654,4687,Stephanie Lemelin,0,animate doll|doll|england|nanny|surprise ending,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,155,334,6,2.35,20000
Horror,Devil?á,104089,5628,Geoffrey Arend,0,devil|elevator|hit and run|throat slitting|trapped in an elevator,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319,904,6.3,2.35,16000
Comedy,Friday After Next?á,19284,3712,Katt Williams,0,apartment|christmas|christmas present|rent|security guard,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66,706,5.8,1.85,981
Fantasy,Insidious: Chapter 3?á,54190,2426,Leigh Whannell,0,demon|possession|psychic|supernatural|teenager,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,183,542,6.1,2.35,29000
Action,The Last Dragon?á,9424,3394,Keshia Knight Pulliam,1,cult film|kung fu|kung fu classic|martial arts|title spoken by character,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,109,841,6.9,1.85,0
Comedy,Snatch?á,600996,39175,Jason Flemyng,6,boxer|boxing|diamond|fight|gypsy,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,726,11000,8.3,1.85,27000
Horror,The Lawnmower Man?á,27800,1109,Troy Evans,0,intelligence|science runs amok|scientist|supernatural power|virtual reality,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,96,211,5.4,1.85,0
Comedy,Nick and Norah's Infinite Playlist?á,74887,2807,Aaron Yoo,2,band|gay|gay friend|love|night,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,129,715,6.7,1.85,0
Adventure,Dogma?á,181737,16693,George Carlin,8,abortion|abortion clinic|angel|church|clinic,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,1015,1000,7.4,2.35,10000
Comedy,The Banger Sisters?á,12388,1917,Sal Lopez,2,bartender|groupie|lawyer|road trip|writer,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,147,797,5.6,2.35,744
Fantasy,Twilight Zone: The Movie?á,25613,1954,Vic Morrow,0,1940s|1960s|bar|kick the can|remake,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121,730,6.5,1.85,0
Action,Road House?á,42987,2484,Kelly Lynch,1,bikini|cult film|fired from the job|martial arts|violence,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,201,472,6.5,2.35,0
Action,A Low Down Dirty Shame?á,3924,3190,Charles S. Dutton,2,drugs|ex cop|gun fu|machismo|shootout,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,26,543,5.8,1.85,368
Drama,Swimfan?á,16300,3819,Jason Ritter,0,high school|hospital|new jersey|stanford university|swimming,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,217,855,5,2.35,720
Comedy,Employee of the Month?á,37681,4441,Jessica Simpson,2,competition|date|employee|laser in eyes|slacker,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151,809,5.5,1.85,0
Comedy,Can't Hardly Wait?á,37885,4259,Charlie Korsmo,4,graduation|high school|letter|nerd|party,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,247,945,6.5,1.85,0
Crime,The Outsiders?á,57363,12097,Tom Waits,0,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308,919,7.2,2.35,10000
Adventure,Pete's Dragon?á,408,3691,Isiah Whitlock Jr.,0,,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,6,424,7.3,2.35,21000
Horror,The Dead Zone?á,44804,2013,Anthony Zerbe,0,car accident|coma|evil politician|psychic|vision,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,182,278,7.2,1.85,0
Horror,Sinister 2?á,25210,2403,Jaden Klein,0,deputy|farmhouse|nightmare|private investigator|rural,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,126,412,5.2,2.35,13000
Drama,Sparkle?á,5161,5804,Mike Epps,7,1960s|death|girl group|nightclub|sister,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48,876,5.7,2.35,0
Horror,Valentine?á,20467,2402,Johnny Whitworth,1,dance|nosebleed|revenge|valentine|valentine's day,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,371,533,4.7,2.35,0
Mystery,The Fourth Kind?á,63108,15251,Hakeem Kae-Kazim,0,abduction|alaska|alien|owl|patient,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,330,537,5.9,2.35,15000
Comedy,A Prairie Home Companion?á,19655,12946,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,280,912,6.8,2.35,683
Drama,Sugar Hill?á,3119,2149,Steve Harris,1,african american|harlem manhattan new york city|manhattan new york city|new york city|urination,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,35,475,5.9,1.85,331
Action,Invasion U.S.A.?á,6143,857,Eddie Jones,1,army|nightmare|one man army|rescue|spy,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,90,324,5.3,1.85,0
Comedy,Roll Bounce?á,5585,7552,Shad Moss,0,1970s|boy|competition|roller skates|tubesocks,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,75,918,6,2.35,997
Comedy,Rushmore?á,134458,15716,Olivia Williams,2,coming of age|friendship|private school|student|teacher,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,640,933,7.7,2.35,5000
Action,Skyline?á,76199,3679,Brittany Daniel,0,apartment|blue light|drawing|group of friends|light,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944,927,4.4,2.35,13000
Comedy,The Second Best Exotic Marigold Hotel?á,22369,583,Ronald Pickup,6,sequel,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,100,186,6.6,2.35,21000
Drama,Kit Kittredge: An American Girl?á,4719,3317,Willow Smith,1,boarding house|girl|great depression|house|ohio,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,24,624,6.7,1.85,851
Comedy,The Perfect Man?á,23527,4789,Vanessa Lengies,3,e mail|moving|perfect man|secret admirer|suitor,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104,962,5.5,1.85,767
Drama,Mo' Better Blues?á,8295,19065,Charlie Murphy,1,comeback|friend|jazz|stage|trumpet,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,30,269,6.5,1.85,720
Action,Kung Pow: Enter the Fist?á,37901,361,Jennifer Tung,1,chosen one|comic violence|intentionally bad|kung fu|stylized violence,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,518,67,6.2,2.35,0
Comedy,Tremors?á,90070,3119,Michael Gross,0,desert|giant worm|monster|pipe bomb|small town,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,248,610,7.1,1.85,11000
Horror,Wrong Turn?á,87494,3416,Julian Richings,1,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540,683,6.1,1.85,0
Western,The Long Riders?á,7322,6296,Randy Quaid,0,bank|breasts|famous score|last man standing|revenge,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,78,926,7.1,1.85,680
Action,The Corruptor?á,15358,571,Kim Chan,2,chinatown|illegal immigrant|new york|police|triad,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,131,218,6,2.35,328
Drama,Mud?á,135286,13960,Sam Shepard,1,14 year old|boat|bounty hunter|boy|river,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261,1000,7.4,2.35,27000
Comedy,Reno 911!: Miami?á,23928,2737,Carlos Alazraqui,2,beach|police|sex scene|spring break|vomiting,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73,651,5.9,1.85,441
Documentary,One Direction: This Is Us?á,22161,2787,Niall Horan,11,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68,734,4.1,1.85,0
Comedy,"The Goods: Live Hard, Sell Hard?á",17790,3973,Charles Napier,5,fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,59,700,5.8,1.85,0
Adventure,Hey Arnold! The Movie?á,4564,3752,Paul Sorvino,0,castle thunder|document|neighborhood|punctuation in title|villain arrested,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43,811,5.9,1.85,227
Biography,My Week with Marilyn?á,71679,17204,Julia Ormond,1,actress|assistant director|blonde bombshell|movie star|wardrobe,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,2000,7,2.35,17000
Comedy,The Matador?á,40514,4053,Hope Davis,0,bar|hitman|luck|mexico|mexico city,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,234,497,6.8,2.35,808
Drama,Love Jones?á,2801,3871,Larenz Tate,0,african american|cult film|ex boyfriend|middle class|sex,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,28,826,7.4,1.85,1000
Mystery,The Gift?á,79909,3215,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,562,7.1,2.35,15000
Adventure,End of the Spear?á,4360,1058,Jack Guzman,3,death|missionary|spear|speared to death|tribe,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,148,232,7,2.35,1000
Comedy,Get Over It?á,15617,22485,Carmen Electra,1,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,180,4000,5.8,2.35,0
Comedy,Office Space?á,200293,3462,Diedrich Bader,0,boss|computer|downsizing|neighbor|office,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,621,939,7.8,1.85,16000
Comedy,Drop Dead Gorgeous?á,27265,6388,Ellen Barkin,0,beauty pageant|blonde|cheerleader uniform|small town|upskirt,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,321,980,6.5,1.85,0
Biography,Big Eyes?á,55539,12418,Jon Polito,3,1950s|abusive husband|artist|painting|secret,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,147,430,7,1.85,20000
Comedy,Very Bad Things?á,39331,6046,Jeanne Tripplehorn,0,bachelor party|breasts|friend|prostitute|wedding,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,481,796,6.3,1.85,0
Comedy,Sleepover?á,12706,13626,Hunter Parrish,9,best friend|party|rival|scavenger hunt|sleepover,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75,2000,5.3,1.85,0
Mystery,Body Double?á,20113,1856,Gregg Henry,0,actor|neighbor|police|thief|tunnel,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,178,376,6.8,1.85,0
Action,MacGruber?á,35888,2618,Powers Boothe,3,colonel|lieutenant|nuclear warhead|team|washington d.c.,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,125,622,5.5,2.35,0
Crime,Dirty Pretty Things?á,34848,1334,Sergi L??pez,1,hotel|immigrant|nigerian|surgery|underwear,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,203,372,7.4,1.85,0
Comedy,Movie 43?á,79146,41059,Seth MacFarlane,10,awkwardness|embarrassment|gross out|irreverence|shame,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,352,14000,4.3,1.85,25000
Action,The Tourist?á,176606,55175,Rufus Sewell,0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,11000,6,2.35,25000
Comedy,Over Her Dead Body?á,21268,3651,Wendi McLendon-Covey,0,accident|diary|ghost|psychic|veterinarian,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,53,702,5.2,2.35,518
Adventure,Seeking a Friend for the End of the World?á,87203,7747,Rob Huebel,2,candle|end of the world|letter|record|road trip,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,221,353,6.7,2.35,25000
Comedy,Cedar Rapids?á,32697,4769,Alia Shawkat,1,award|cedar rapids iowa|convention|hotel|insurance,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,85,939,6.3,1.85,0
Comedy,Bones?á            ,111506,2198,Tamara Taylor,2,anthropologist|fbi|fbi agent|forensics|investigation,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1,173,722,7.9,1.78,0
Crime,American History X?á,782437,3858,Stacy Keach,2,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,1420,816,8.6,1.85,35000
Action,The Collection?á,36029,3818,Lee Tergesen,0,booby trap|brainwashing|mercenary|serial killer|trap,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,99,581,6.1,2.35,14000
Animation,Teacher's Pet?á,1231,5139,Jerry Stiller,0,dog|florida|mad scientist|school|teacher,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26,808,5.8,1.85,49
Drama,The Red Violin?á,26832,29,Carlo Cecchi,3,auction|montreal|secret|violin|violinist,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247,3,7.7,1.85,0
Biography,The Straight Story?á,63733,1351,Everett McGill,0,cane|iowa|lawn mower|tractor|wisconsin,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,414,262,8,2.35,0
Action,Deuces Wild?á,6200,26961,Frankie Muniz,1,1950s|drug overdose|gang|gang war|new york city,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,92,11000,5.6,2.35,398
Comedy,Bad Words?á,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,119,497,6.7,2.35,0
Comedy,"Run, Fatboy, Run?á",58509,1022,India de Beaufort,0,blister|gym|marathon|training|wedding,http://www.imdb.com/title/tt0425413/?ref_=fn_tt_tt_1,143,269,6.6,2.35,0
Comedy,Heartbeeps?á,1040,2791,Christopher Guest,0,escape|fish out of water|love|robot|servant,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,31,695,4.2,2.35,425
Drama,Black or White?á,8058,3745,Jillian Estell,2,color in title,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,57,837,6.6,2.35,0
Comedy,On the Line?á,3662,2446,Dave Foley,2,based on short film|chicago illinois|el train|love|train,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79,405,4.1,1.85,0
Adventure,Rescue Dawn?á,84641,24270,Fran?ºois Chau,0,bombing|guard|jungle|laos|prisoner,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,205,342,7.3,1.85,0
Comedy,Danny Collins?á,20810,18712,Melissa Benoist,0,entertainer|inspiration|lost opportunity|pregnant mother|rock star,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,100,3000,7.1,,0
Comedy,"Jeff, Who Lives at Home?á",56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,112,616,6.5,1.85,0
Drama,I Am Love?á,14031,474,Alba Rohrwacher,1,chef|friend|italy|restaurant|russian,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,114,110,7,1.85,0
Drama,Atlas Shrugged II: The Strike?á,5612,5262,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,759,5.5,2.35,0
